"BAnTr","coding.noncoding"
"BAnTr.GP.7HG003732","coding"
"BAnTr.GP.7HG003734","coding"
"BAnTr.GP.7HG003736","noncoding"
"BAnTr.GP.7HG003738","coding"
"BAnTr.GP.7HG003740","noncoding"
"BAnTr.GP.7HG003742","noncoding"
"BAnTr.GP.7HG003744","noncoding"
"BAnTr.GP.7HG003746","noncoding"
"BAnTr.GP.7HG003748","noncoding"
"BAnTr.GP.7HG003750","noncoding"
"BAnTr.GP.7HG003752","noncoding"
"BAnTr.GP.7HG003754","noncoding"
"BAnTr.GP.7HG003756","noncoding"
"BAnTr.GP.7HG003758","noncoding"
"BAnTr.GP.7HG003760","coding"
"BAnTr.GP.7HG003762","coding"
"BAnTr.GP.7HG003764","noncoding"
"BAnTr.GP.7HG003766","noncoding"
"BAnTr.GP.7HG003768","noncoding"
"BAnTr.GP.7HG003770","coding"
"BAnTr.GP.7HG003772","noncoding"
"BAnTr.GP.7HG003774","coding"
"BAnTr.GP.7HG003776","noncoding"
"BAnTr.GP.7HG003778","coding"
"BAnTr.GP.7HG003780","coding"
"BAnTr.GP.7HG003782","coding"
"BAnTr.GP.7HG003784","noncoding"
"BAnTr.GP.7HG003786","coding"
"BAnTr.GP.7HG003788","coding"
"BAnTr.GP.7HG003790","coding"
"BAnTr.GP.7HG003792","noncoding"
"BAnTr.GP.7HG003794","coding"
"BAnTr.GP.7HG003796","coding"
"BAnTr.GP.7HG003798","coding"
"BAnTr.GP.7HG003800","noncoding"
"BAnTr.GP.7HG003802","undefined"
"BAnTr.GP.7HG003804","coding"
"BAnTr.GP.7HG003806","coding"
"BAnTr.GP.7HG003808","coding"
"BAnTr.GP.7HG003810","coding"
"BAnTr.GP.7HG003812","coding"
"BAnTr.GP.7HG003814","noncoding"
"BAnTr.GP.7HG003816","coding"
"BAnTr.GP.7HG003818","coding"
"BAnTr.GP.7HG003820","coding"
"BAnTr.GP.7HG003822","noncoding"
"BAnTr.GP.7HG003824","noncoding"
"BAnTr.GP.7HG003826","noncoding"
"BAnTr.GP.7HG003828","coding"
"BAnTr.GP.7HG003830","noncoding"
"BAnTr.GP.7HG003832","noncoding"
"BAnTr.GP.7HG003834","coding"
"BAnTr.GP.7HG003836","noncoding"
"BAnTr.GP.7HG003838","noncoding"
"BAnTr.GP.7HG003840","noncoding"
"BAnTr.GP.7HG003842","noncoding"
"BAnTr.GP.7HG003844","coding"
"BAnTr.GP.7HG003846","noncoding"
"BAnTr.GP.7HG003848","noncoding"
"BAnTr.GP.7HG003850","noncoding"
"BAnTr.GP.7HG003852","coding"
"BAnTr.GP.7HG003854","coding"
"BAnTr.GP.7HG003856","coding"
"BAnTr.GP.7HG003858","coding"
"BAnTr.GP.7HG003860","coding"
"BAnTr.GP.7HG003862","noncoding"
"BAnTr.GP.7HG003864","coding"
"BAnTr.GP.7HG003866","coding"
"BAnTr.GP.7HG003868","coding"
"BAnTr.GP.7HG003870","noncoding"
"BAnTr.GP.7HG003872","coding"
"BAnTr.GP.7HG003874","coding"
"BAnTr.GP.7HG003876","coding"
"BAnTr.GP.7HG003878","noncoding"
"BAnTr.GP.7HG003880","coding"
"BAnTr.GP.7HG003882","coding"
"BAnTr.GP.7HG003884","coding"
"BAnTr.GP.7HG003886","coding"
"BAnTr.GP.7HG003888","coding"
"BAnTr.GP.7HG003890","coding"
"BAnTr.GP.7HG003892","coding"
"BAnTr.GP.7HG003894","coding"
"BAnTr.GP.7HG003896","coding"
"BAnTr.GP.7HG003898","noncoding"
"BAnTr.GP.7HG003900","noncoding"
"BAnTr.GP.7HG003902","coding"
"BAnTr.GP.7HG003904","noncoding"
"BAnTr.GP.7HG003906","coding"
"BAnTr.GP.7HG003908","coding"
"BAnTr.GP.7HG003910","noncoding"
"BAnTr.GP.7HG003912","coding"
"BAnTr.GP.7HG003914","noncoding"
"BAnTr.GP.7HG003916","coding"
"BAnTr.GP.7HG003918","coding"
"BAnTr.GP.7HG003920","coding"
"BAnTr.GP.7HG003922","coding"
"BAnTr.GP.7HG003924","coding"
"BAnTr.GP.7HG003926","coding"
"BAnTr.GP.7HG003928","coding"
"BAnTr.GP.7HG003930","coding"
"BAnTr.GP.7HG003932","coding"
"BAnTr.GP.7HG003934","coding"
"BAnTr.GP.7HG003936","noncoding"
"BAnTr.GP.7HG003938","noncoding"
"BAnTr.GP.7HG003940","noncoding"
"BAnTr.GP.7HG003942","coding"
"BAnTr.GP.7HG003944","coding"
"BAnTr.GP.7HG003946","coding"
"BAnTr.GP.7HG003948","coding"
"BAnTr.GP.7HG003950","coding"
"BAnTr.GP.7HG003952","undefined"
"BAnTr.GP.7HG003954","coding"
"BAnTr.GP.7HG003956","coding"
"BAnTr.GP.7HG003958","coding"
"BAnTr.GP.7HG003960","coding"
"BAnTr.GP.7HG003962","coding"
"BAnTr.GP.7HG003964","undefined"
"BAnTr.GP.7HG003966","coding"
"BAnTr.GP.7HG003968","coding"
"BAnTr.GP.7HG003970","coding"
"BAnTr.GP.7HG003972","noncoding"
"BAnTr.GP.7HG003974","noncoding"
"BAnTr.GP.7HG003976","noncoding"
"BAnTr.GP.7HG003978","noncoding"
"BAnTr.GP.7HG003980","noncoding"
"BAnTr.GP.7HG003982","noncoding"
"BAnTr.GP.7HG003984","noncoding"
"BAnTr.GP.7HG003986","noncoding"
"BAnTr.GP.7HG003988","coding"
"BAnTr.GP.7HG003990","coding"
"BAnTr.GP.7HG003992","noncoding"
"BAnTr.GP.7HG003994","coding"
"BAnTr.GP.7HG003996","coding"
"BAnTr.GP.7HG003998","coding"
"BAnTr.GP.7HG004000","noncoding"
"BAnTr.GP.7HG004002","noncoding"
"BAnTr.GP.7HG004004","undefined"
"BAnTr.GP.7HG004006","noncoding"
"BAnTr.GP.7HG004008","noncoding"
"BAnTr.GP.7HG004010","undefined"
"BAnTr.GP.7HG004012","noncoding"
"BAnTr.GP.7HG004014","coding"
"BAnTr.GP.7HG004016","noncoding"
"BAnTr.GP.7HG004018","noncoding"
"BAnTr.GP.7HG004020","coding"
"BAnTr.GP.7HG004022","coding"
"BAnTr.GP.7HG004024","coding"
"BAnTr.GP.7HG004026","undefined"
"BAnTr.GP.7HG004028","coding"
"BAnTr.GP.7HG004030","noncoding"
"BAnTr.GP.7HG004032","noncoding"
"BAnTr.GP.7HG004034","coding"
"BAnTr.GP.7HG004036","coding"
"BAnTr.GP.7HG004038","noncoding"
"BAnTr.GP.7HG004040","coding"
"BAnTr.GP.7HG004042","coding"
"BAnTr.GP.7HG004044","coding"
"BAnTr.GP.7HG004046","coding"
"BAnTr.GP.7HG004048","coding"
"BAnTr.GP.7HG004050","coding"
"BAnTr.GP.7HG004052","noncoding"
"BAnTr.GP.7HG004054","coding"
"BAnTr.GP.7HG004056","coding"
"BAnTr.GP.7HG004058","coding"
"BAnTr.GP.7HG004060","coding"
"BAnTr.GP.7HG004062","coding"
"BAnTr.GP.7HG004064","coding"
"BAnTr.GP.7HG004066","undefined"
"BAnTr.GP.7HG004068","noncoding"
"BAnTr.GP.7HG004070","coding"
"BAnTr.GP.7HG004072","coding"
"BAnTr.GP.7HG004074","coding"
"BAnTr.GP.7HG004076","coding"
"BAnTr.GP.7HG004078","noncoding"
"BAnTr.GP.7HG004080","noncoding"
"BAnTr.GP.7HG004082","coding"
"BAnTr.GP.7HG004084","coding"
"BAnTr.GP.7HG004086","coding"
"BAnTr.GP.7HG004088","noncoding"
"BAnTr.GP.7HG004090","coding"
"BAnTr.GP.7HG004092","coding"
"BAnTr.GP.7HG004094","coding"
"BAnTr.GP.7HG004096","noncoding"
"BAnTr.GP.7HG004098","coding"
"BAnTr.GP.7HG004100","coding"
"BAnTr.GP.7HG004102","coding"
"BAnTr.GP.7HG004104","coding"
"BAnTr.GP.7HG004106","noncoding"
"BAnTr.GP.7HG004108","coding"
"BAnTr.GP.7HG004110","coding"
"BAnTr.GP.7HG004112","coding"
"BAnTr.GP.7HG004114","coding"
"BAnTr.GP.7HG004116","coding"
"BAnTr.GP.7HG004118","coding"
"BAnTr.GP.7HG004120","coding"
"BAnTr.GP.7HG004122","coding"
"BAnTr.GP.7HG004124","coding"
"BAnTr.GP.7HG004126","coding"
"BAnTr.GP.7HG004128","coding"
"BAnTr.GP.7HG004130","coding"
"BAnTr.GP.7HG004132","coding"
"BAnTr.GP.7HG004134","undefined"
"BAnTr.GP.7HG004136","coding"
"BAnTr.GP.7HG004138","coding"
"BAnTr.GP.7HG004140","noncoding"
"BAnTr.GP.7HG004142","coding"
"BAnTr.GP.7HG004144","coding"
"BAnTr.GP.7HG004146","noncoding"
"BAnTr.GP.7HG004148","coding"
"BAnTr.GP.7HG004150","coding"
"BAnTr.GP.7HG004152","noncoding"
"BAnTr.GP.7HG004154","coding"
"BAnTr.GP.7HG004156","noncoding"
"BAnTr.GP.7HG004158","undefined"
"BAnTr.GP.7HG004160","undefined"
"BAnTr.GP.7HG004162","coding"
"BAnTr.GP.7HG004164","noncoding"
"BAnTr.GP.7HG004166","coding"
"BAnTr.GP.7HG004168","noncoding"
"BAnTr.GP.7HG004170","coding"
"BAnTr.GP.7HG004172","noncoding"
"BAnTr.GP.7HG004174","noncoding"
"BAnTr.GP.7HG004176","noncoding"
"BAnTr.GP.7HG004178","coding"
"BAnTr.GP.7HG004180","coding"
"BAnTr.GP.7HG004182","noncoding"
"BAnTr.GP.7HG004184","coding"
"BAnTr.GP.7HG004186","coding"
"BAnTr.GP.7HG004188","coding"
"BAnTr.GP.7HG004190","coding"
"BAnTr.GP.7HG004192","coding"
"BAnTr.GP.7HG004194","coding"
"BAnTr.GP.7HG004196","coding"
"BAnTr.GP.7HG004198","noncoding"
"BAnTr.GP.7HG004200","coding"
"BAnTr.GP.7HG004202","coding"
"BAnTr.GP.7HG004204","coding"
"BAnTr.GP.7HG004206","noncoding"
"BAnTr.GP.7HG004208","noncoding"
"BAnTr.GP.7HG004210","coding"
"BAnTr.GP.7HG004212","noncoding"
"BAnTr.GP.7HG004214","coding"
"BAnTr.GP.7HG004216","coding"
"BAnTr.GP.7HG004218","noncoding"
"BAnTr.GP.7HG004220","coding"
"BAnTr.GP.7HG004222","coding"
"BAnTr.GP.7HG004224","coding"
"BAnTr.GP.7HG004226","coding"
"BAnTr.GP.7HG004228","coding"
"BAnTr.GP.7HG004230","coding"
"BAnTr.GP.7HG004232","coding"
"BAnTr.GP.7HG004234","coding"
"BAnTr.GP.7HG004236","noncoding"
"BAnTr.GP.7HG004238","noncoding"
"BAnTr.GP.7HG004240","noncoding"
"BAnTr.GP.7HG004242","noncoding"
"BAnTr.GP.7HG004244","noncoding"
"BAnTr.GP.7HG004246","noncoding"
"BAnTr.GP.7HG004248","noncoding"
"BAnTr.GP.7HG004250","noncoding"
"BAnTr.GP.7HG004252","noncoding"
"BAnTr.GP.7HG004254","noncoding"
"BAnTr.GP.7HG004256","coding"
"BAnTr.GP.7HG004258","noncoding"
"BAnTr.GP.7HG004260","noncoding"
"BAnTr.GP.7HG004262","undefined"
"BAnTr.GP.7HG004264","noncoding"
"BAnTr.GP.7HG004266","noncoding"
"BAnTr.GP.7HG004268","noncoding"
"BAnTr.GP.7HG004270","coding"
"BAnTr.GP.7HG004272","coding"
"BAnTr.GP.7HG004274","undefined"
"BAnTr.GP.7HG004276","noncoding"
"BAnTr.GP.7HG004278","coding"
"BAnTr.GP.7HG004280","noncoding"
"BAnTr.GP.7HG004282","noncoding"
"BAnTr.GP.7HG004284","noncoding"
"BAnTr.GP.7HG004286","noncoding"
"BAnTr.GP.7HG004288","noncoding"
"BAnTr.GP.7HG004290","noncoding"
"BAnTr.GP.7HG004292","noncoding"
"BAnTr.GP.7HG004294","noncoding"
"BAnTr.GP.7HG004296","noncoding"
"BAnTr.GP.7HG004298","coding"
"BAnTr.GP.7HG004300","noncoding"
"BAnTr.GP.7HG004302","coding"
"BAnTr.GP.7HG004304","coding"
"BAnTr.GP.7HG004306","coding"
"BAnTr.GP.7HG004308","noncoding"
"BAnTr.GP.7HG004310","coding"
"BAnTr.GP.7HG004312","coding"
"BAnTr.GP.7HG004314","noncoding"
"BAnTr.GP.7HG004316","coding"
"BAnTr.GP.7HG004318","noncoding"
"BAnTr.GP.7HG004320","coding"
"BAnTr.GP.7HG004322","coding"
"BAnTr.GP.7HG004324","coding"
"BAnTr.GP.7HG004326","coding"
"BAnTr.GP.7HG004328","coding"
"BAnTr.GP.7HG004330","noncoding"
"BAnTr.GP.7HG004332","coding"
"BAnTr.GP.7HG004334","noncoding"
"BAnTr.GP.7HG004336","noncoding"
"BAnTr.GP.7HG004338","noncoding"
"BAnTr.GP.7HG004340","noncoding"
"BAnTr.GP.7HG004342","noncoding"
"BAnTr.GP.7HG004344","noncoding"
"BAnTr.GP.7HG004346","noncoding"
"BAnTr.GP.7HG004348","noncoding"
"BAnTr.GP.7HG004350","noncoding"
"BAnTr.GP.7HG004352","noncoding"
"BAnTr.GP.7HG004354","noncoding"
"BAnTr.GP.7HG004356","coding"
"BAnTr.GP.7HG004358","noncoding"
"BAnTr.GP.7HG004360","coding"
"BAnTr.GP.7HG004362","coding"
"BAnTr.GP.7HG004364","coding"
"BAnTr.GP.7HG004366","coding"
"BAnTr.GP.7HG004368","coding"
"BAnTr.GP.7HG004370","coding"
"BAnTr.GP.7HG004372","coding"
"BAnTr.GP.7HG004374","coding"
"BAnTr.GP.7HG004376","noncoding"
"BAnTr.GP.7HG004378","undefined"
"BAnTr.GP.7HG004380","coding"
"BAnTr.GP.7HG004382","coding"
"BAnTr.GP.7HG004384","coding"
"BAnTr.GP.7HG004386","noncoding"
"BAnTr.GP.7HG004388","coding"
"BAnTr.GP.7HG004390","coding"
"BAnTr.GP.7HG004392","noncoding"
"BAnTr.GP.7HG004394","coding"
"BAnTr.GP.7HG004396","coding"
"BAnTr.GP.7HG004398","coding"
"BAnTr.GP.7HG004400","coding"
"BAnTr.GP.7HG004402","coding"
"BAnTr.GP.7HG004404","noncoding"
"BAnTr.GP.7HG004406","coding"
"BAnTr.GP.7HG004408","noncoding"
"BAnTr.GP.7HG004410","coding"
"BAnTr.GP.7HG004412","coding"
"BAnTr.GP.7HG004414","coding"
"BAnTr.GP.7HG004416","noncoding"
"BAnTr.GP.7HG004418","coding"
"BAnTr.GP.7HG004420","coding"
"BAnTr.GP.7HG004422","noncoding"
"BAnTr.GP.7HG004424","noncoding"
"BAnTr.GP.7HG004426","coding"
"BAnTr.GP.7HG004428","coding"
"BAnTr.GP.7HG004430","noncoding"
"BAnTr.GP.7HG004432","coding"
"BAnTr.GP.7HG004434","coding"
"BAnTr.GP.7HG004436","noncoding"
"BAnTr.GP.7HG004438","coding"
"BAnTr.GP.7HG004440","coding"
"BAnTr.GP.7HG004442","coding"
"BAnTr.GP.7HG004444","coding"
"BAnTr.GP.7HG004446","coding"
"BAnTr.GP.7HG004448","coding"
"BAnTr.GP.7HG004450","noncoding"
"BAnTr.GP.7HG004452","noncoding"
"BAnTr.GP.7HG004454","coding"
"BAnTr.GP.7HG004456","noncoding"
"BAnTr.GP.7HG004458","coding"
"BAnTr.GP.7HG004460","coding"
"BAnTr.GP.7HG004462","coding"
"BAnTr.GP.7HG004464","coding"
"BAnTr.GP.7HG004466","coding"
"BAnTr.GP.7HG004468","noncoding"
"BAnTr.GP.7HG004470","noncoding"
"BAnTr.GP.7HG004472","undefined"
"BAnTr.GP.7HG004474","coding"
"BAnTr.GP.7HG004476","noncoding"
"BAnTr.GP.7HG004478","coding"
"BAnTr.GP.7HG004480","coding"
"BAnTr.GP.7HG004482","noncoding"
"BAnTr.GP.7HG004484","noncoding"
"BAnTr.GP.7HG004486","noncoding"
"BAnTr.GP.7HG004488","noncoding"
"BAnTr.GP.7HG004490","noncoding"
"BAnTr.GP.7HG004492","noncoding"
"BAnTr.GP.7HG004494","coding"
"BAnTr.GP.7HG004496","coding"
"BAnTr.GP.7HG004498","coding"
"BAnTr.GP.7HG004500","coding"
"BAnTr.GP.7HG004502","coding"
"BAnTr.GP.7HG004504","coding"
"BAnTr.GP.7HG004506","noncoding"
"BAnTr.GP.7HG004508","coding"
"BAnTr.GP.7HG004510","coding"
"BAnTr.GP.7HG004512","coding"
"BAnTr.GP.7HG004514","noncoding"
"BAnTr.GP.7HG004516","coding"
"BAnTr.GP.7HG004518","coding"
"BAnTr.GP.7HG004520","coding"
"BAnTr.GP.7HG004522","coding"
"BAnTr.GP.7HG004524","coding"
"BAnTr.GP.7HG004526","coding"
"BAnTr.GP.7HG004528","coding"
"BAnTr.GP.7HG004530","coding"
"BAnTr.GP.7HG004532","coding"
"BAnTr.GP.7HG004534","coding"
"BAnTr.GP.7HG004536","coding"
"BAnTr.GP.7HG004538","noncoding"
"BAnTr.GP.7HG004540","coding"
"BAnTr.GP.7HG004542","coding"
"BAnTr.GP.7HG004544","noncoding"
"BAnTr.GP.7HG004546","noncoding"
"BAnTr.GP.7HG004548","coding"
"BAnTr.GP.7HG004550","coding"
"BAnTr.GP.7HG004552","noncoding"
"BAnTr.GP.7HG004554","noncoding"
"BAnTr.GP.7HG004556","noncoding"
"BAnTr.GP.7HG004558","coding"
"BAnTr.GP.7HG004560","coding"
"BAnTr.GP.7HG004562","coding"
"BAnTr.GP.7HG004564","coding"
"BAnTr.GP.7HG004566","undefined"
"BAnTr.GP.7HG004568","noncoding"
"BAnTr.GP.7HG004570","coding"
"BAnTr.GP.7HG004572","coding"
"BAnTr.GP.7HG004574","undefined"
"BAnTr.GP.7HG004576","noncoding"
"BAnTr.GP.7HG004578","coding"
"BAnTr.GP.7HG004580","noncoding"
"BAnTr.GP.7HG004582","coding"
"BAnTr.GP.7HG004584","coding"
"BAnTr.GP.7HG004586","coding"
"BAnTr.GP.7HG004588","noncoding"
"BAnTr.GP.7HG004590","coding"
"BAnTr.GP.7HG004592","noncoding"
"BAnTr.GP.7HG004594","noncoding"
"BAnTr.GP.7HG004596","noncoding"
"BAnTr.GP.7HG004598","coding"
"BAnTr.GP.7HG004600","coding"
"BAnTr.GP.7HG004602","coding"
"BAnTr.GP.7HG004604","coding"
"BAnTr.GP.7HG004606","noncoding"
"BAnTr.GP.7HG004608","coding"
"BAnTr.GP.7HG004610","noncoding"
"BAnTr.GP.7HG004612","noncoding"
"BAnTr.GP.7HG004614","noncoding"
"BAnTr.GP.7HG004616","undefined"
"BAnTr.GP.7HG004618","noncoding"
"BAnTr.GP.7HG004620","noncoding"
"BAnTr.GP.7HG004622","coding"
"BAnTr.GP.7HG004624","noncoding"
"BAnTr.GP.7HG004626","noncoding"
"BAnTr.GP.7HG004628","noncoding"
"BAnTr.GP.7HG004630","coding"
"BAnTr.GP.7HG004632","coding"
"BAnTr.GP.7HG004634","undefined"
"BAnTr.GP.7HG004636","coding"
"BAnTr.GP.7HG004638","coding"
"BAnTr.GP.7HG004640","noncoding"
"BAnTr.GP.7HG004642","coding"
"BAnTr.GP.7HG004644","noncoding"
"BAnTr.GP.7HG004646","undefined"
"BAnTr.GP.7HG004648","coding"
"BAnTr.GP.7HG004650","coding"
"BAnTr.GP.7HG004652","noncoding"
"BAnTr.GP.7HG004654","coding"
"BAnTr.GP.7HG004656","noncoding"
"BAnTr.GP.7HG004658","coding"
"BAnTr.GP.7HG004660","noncoding"
"BAnTr.GP.7HG004662","coding"
"BAnTr.GP.7HG004664","noncoding"
"BAnTr.GP.7HG004666","noncoding"
"BAnTr.GP.7HG004668","noncoding"
"BAnTr.GP.7HG004670","noncoding"
"BAnTr.GP.7HG004672","coding"
"BAnTr.GP.7HG004674","noncoding"
"BAnTr.GP.7HG004676","noncoding"
"BAnTr.GP.7HG004678","coding"
"BAnTr.GP.7HG004680","noncoding"
"BAnTr.GP.7HG004682","coding"
"BAnTr.GP.7HG004684","coding"
"BAnTr.GP.7HG004686","coding"
"BAnTr.GP.7HG004688","coding"
"BAnTr.GP.7HG004690","coding"
"BAnTr.GP.7HG004692","coding"
"BAnTr.GP.7HG004694","noncoding"
"BAnTr.GP.7HG004696","noncoding"
"BAnTr.GP.7HG004698","noncoding"
"BAnTr.GP.7HG004700","coding"
"BAnTr.GP.7HG004702","noncoding"
"BAnTr.GP.7HG004704","coding"
"BAnTr.GP.7HG004706","coding"
"BAnTr.GP.7HG004708","coding"
"BAnTr.GP.7HG004710","noncoding"
"BAnTr.GP.7HG004712","noncoding"
"BAnTr.GP.7HG004714","noncoding"
"BAnTr.GP.7HG004716","undefined"
"BAnTr.GP.7HG004718","coding"
"BAnTr.GP.7HG004720","undefined"
"BAnTr.GP.7HG004722","coding"
"BAnTr.GP.7HG004724","undefined"
"BAnTr.GP.7HG004726","coding"
"BAnTr.GP.7HG004728","noncoding"
"BAnTr.GP.7HG004730","coding"
"BAnTr.GP.7HG004732","coding"
"BAnTr.GP.7HG004734","coding"
"BAnTr.GP.7HG004736","noncoding"
"BAnTr.GP.7HG004738","noncoding"
"BAnTr.GP.7HG004740","coding"
"BAnTr.GP.7HG004742","coding"
"BAnTr.GP.7HG004744","coding"
"BAnTr.GP.7HG004746","coding"
"BAnTr.GP.7HG004748","coding"
"BAnTr.GP.7HG004750","noncoding"
"BAnTr.GP.7HG004752","coding"
"BAnTr.GP.7HG004754","coding"
"BAnTr.GP.7HG004756","noncoding"
"BAnTr.GP.7HG004758","undefined"
"BAnTr.GP.7HG004760","coding"
"BAnTr.GP.7HG004762","coding"
"BAnTr.GP.7HG004764","coding"
"BAnTr.GP.7HG004766","coding"
"BAnTr.GP.7HG004768","coding"
"BAnTr.GP.7HG004770","coding"
"BAnTr.GP.7HG004772","coding"
"BAnTr.GP.7HG004774","coding"
"BAnTr.GP.7HG004776","coding"
"BAnTr.GP.7HG004778","coding"
"BAnTr.GP.7HG004780","noncoding"
"BAnTr.GP.7HG004782","noncoding"
"BAnTr.GP.7HG004784","coding"
"BAnTr.GP.7HG004786","undefined"
"BAnTr.GP.7HG004788","undefined"
"BAnTr.GP.7HG004790","coding"
"BAnTr.GP.7HG004792","noncoding"
"BAnTr.GP.7HG004794","coding"
"BAnTr.GP.7HG004796","noncoding"
"BAnTr.GP.7HG004798","noncoding"
"BAnTr.GP.7HG004800","coding"
"BAnTr.GP.7HG004802","coding"
"BAnTr.GP.7HG004804","noncoding"
"BAnTr.GP.7HG004806","noncoding"
"BAnTr.GP.7HG004808","undefined"
"BAnTr.GP.7HG004810","coding"
"BAnTr.GP.7HG004812","noncoding"
"BAnTr.GP.7HG004814","coding"
"BAnTr.GP.7HG004816","coding"
"BAnTr.GP.7HG004818","coding"
"BAnTr.GP.7HG004820","coding"
"BAnTr.GP.7HG004822","noncoding"
"BAnTr.GP.7HG004824","coding"
"BAnTr.GP.7HG004826","noncoding"
"BAnTr.GP.7HG004828","coding"
"BAnTr.GP.7HG004830","coding"
"BAnTr.GP.7HG004832","noncoding"
"BAnTr.GP.7HG004834","coding"
"BAnTr.GP.7HG004836","coding"
"BAnTr.GP.7HG004838","noncoding"
"BAnTr.GP.7HG004840","coding"
"BAnTr.GP.7HG004842","coding"
"BAnTr.GP.7HG004844","coding"
"BAnTr.GP.7HG004846","noncoding"
"BAnTr.GP.7HG004848","coding"
"BAnTr.GP.7HG004850","noncoding"
"BAnTr.GP.7HG004852","coding"
"BAnTr.GP.7HG004854","undefined"
"BAnTr.GP.7HG004856","undefined"
"BAnTr.GP.7HG004858","coding"
"BAnTr.GP.7HG004860","noncoding"
"BAnTr.GP.7HG004862","coding"
"BAnTr.GP.7HG004864","coding"
"BAnTr.GP.7HG004866","coding"
"BAnTr.GP.7HG004868","coding"
"BAnTr.GP.7HG004870","coding"
"BAnTr.GP.7HG004872","coding"
"BAnTr.GP.7HG004874","noncoding"
"BAnTr.GP.7HG004876","coding"
"BAnTr.GP.7HG004878","noncoding"
"BAnTr.GP.7HG004880","noncoding"
"BAnTr.GP.7HG004882","noncoding"
"BAnTr.GP.7HG004884","coding"
"BAnTr.GP.7HG004886","coding"
"BAnTr.GP.7HG004888","coding"
"BAnTr.GP.7HG004890","coding"
"BAnTr.GP.7HG004892","coding"
"BAnTr.GP.7HG004894","coding"
"BAnTr.GP.7HG004896","coding"
"BAnTr.GP.7HG004898","coding"
"BAnTr.GP.7HG004900","noncoding"
"BAnTr.GP.7HG004902","coding"
"BAnTr.GP.7HG004904","undefined"
"BAnTr.GP.7HG004906","coding"
"BAnTr.GP.7HG004908","noncoding"
"BAnTr.GP.7HG004910","noncoding"
"BAnTr.GP.7HG004912","noncoding"
"BAnTr.GP.7HG004914","noncoding"
"BAnTr.GP.7HG004916","noncoding"
"BAnTr.GP.7HG004918","noncoding"
"BAnTr.GP.7HG004920","coding"
"BAnTr.GP.7HG004922","coding"
"BAnTr.GP.7HG004924","coding"
"BAnTr.GP.7HG004926","noncoding"
"BAnTr.GP.7HG004928","noncoding"
"BAnTr.GP.7HG004930","noncoding"
"BAnTr.GP.7HG004932","coding"
"BAnTr.GP.7HG004934","coding"
"BAnTr.GP.7HG004936","coding"
"BAnTr.GP.7HG004938","undefined"
"BAnTr.GP.7HG004940","coding"
"BAnTr.GP.7HG004942","coding"
"BAnTr.GP.7HG004944","coding"
"BAnTr.GP.7HG004946","coding"
"BAnTr.GP.7HG004948","coding"
"BAnTr.GP.7HG004950","coding"
"BAnTr.GP.7HG004952","coding"
"BAnTr.GP.7HG004954","coding"
"BAnTr.GP.7HG004956","coding"
"BAnTr.GP.7HG004958","coding"
"BAnTr.GP.7HG004960","noncoding"
"BAnTr.GP.7HG004962","undefined"
"BAnTr.GP.7HG004964","coding"
"BAnTr.GP.7HG004966","coding"
"BAnTr.GP.7HG004968","coding"
"BAnTr.GP.7HG004970","coding"
"BAnTr.GP.7HG004972","noncoding"
"BAnTr.GP.7HG004974","coding"
"BAnTr.GP.7HG004976","noncoding"
"BAnTr.GP.7HG004978","undefined"
"BAnTr.GP.7HG004980","coding"
"BAnTr.GP.7HG004982","coding"
"BAnTr.GP.7HG004984","coding"
"BAnTr.GP.7HG004986","undefined"
"BAnTr.GP.7HG004988","coding"
"BAnTr.GP.7HG004990","coding"
"BAnTr.GP.7HG004992","coding"
"BAnTr.GP.7HG004994","noncoding"
"BAnTr.GP.7HG004996","coding"
"BAnTr.GP.7HG004998","noncoding"
"BAnTr.GP.7HG005000","noncoding"
"BAnTr.GP.7HG005002","noncoding"
"BAnTr.GP.7HG005004","coding"
"BAnTr.GP.7HG005006","noncoding"
"BAnTr.GP.7HG005008","noncoding"
"BAnTr.GP.7HG005010","coding"
"BAnTr.GP.7HG005012","coding"
"BAnTr.GP.7HG005014","coding"
"BAnTr.GP.7HG005016","undefined"
"BAnTr.GP.7HG005018","noncoding"
"BAnTr.GP.7HG005020","coding"
"BAnTr.GP.7HG005022","coding"
"BAnTr.GP.7HG005024","noncoding"
"BAnTr.GP.7HG005026","coding"
"BAnTr.GP.7HG005028","noncoding"
"BAnTr.GP.7HG005030","noncoding"
"BAnTr.GP.7HG005032","coding"
"BAnTr.GP.7HG005034","coding"
"BAnTr.GP.7HG005036","coding"
"BAnTr.GP.7HG005038","coding"
"BAnTr.GP.7HG005040","coding"
"BAnTr.GP.7HG005042","coding"
"BAnTr.GP.7HG005044","coding"
"BAnTr.GP.7HG005046","noncoding"
"BAnTr.GP.7HG005048","coding"
"BAnTr.GP.7HG005050","coding"
"BAnTr.GP.7HG005052","coding"
"BAnTr.GP.7HG005054","noncoding"
"BAnTr.GP.7HG005056","coding"
"BAnTr.GP.7HG005058","coding"
"BAnTr.GP.7HG005060","coding"
"BAnTr.GP.7HG005062","coding"
"BAnTr.GP.7HG005064","coding"
"BAnTr.GP.7HG005066","coding"
"BAnTr.GP.7HG005068","coding"
"BAnTr.GP.7HG005070","noncoding"
"BAnTr.GP.7HG005072","noncoding"
"BAnTr.GP.7HG005074","noncoding"
"BAnTr.GP.7HG005076","coding"
